bechdel_ID,title,bechdel_score,bechdel_pass,rating_year,movie_info_ID
512,Point Break (1991),0,0,2009,
513,Ghost Town (2008),1,0,2009,
514,"Bostonians, The (1984)",3,1,2009,
515,H&ouml;stsonaten (1978),3,1,2009,
516,Velvet Goldmine (1998),2,0,2009,
517,"Island, The (2005)",3,1,2009,
518,Echelon Conspiracy (2009),0,0,2009,
519,"I Love You, Man (2009)",2,0,2009,7830.0
520,Weird Science (1985),3,1,2009,5707.0
521,Little Children (2006),3,1,2009,6210.0
522,Whip It (2009),3,1,2009,
523,"Beaches of Agnes, The (2008)",3,1,2009,
524,G.I. Jane (1997),3,1,2009,4772.0
525,"Quest, The (1996)",0,0,2009,
526,Import/Export (2007),3,1,2009,
527,Surrogates (2009),1,0,2009,5131.0
528,Zombieland (2009),3,1,2009,1535.0
529,"Ironiya sudby, ili S legkim parom! (1975)",2,0,2009,
530,Once (2006),2,0,2009,
531,"Maiden Heist, The (2009)",0,0,2009,
533,Postcards from the Edge (1990),3,1,2009,
534,Cloudy with a Chance of Meatballs (2009),1,0,2009,1756.0
535,Down Periscope (1996),0,0,2009,5420.0
536,Tsar (2009),1,0,2009,
537,"Stand, The (1994)",3,1,2009,
538,Ginger Snaps (2000),3,1,2009,5602.0
539,Underworld: Rise of the Lycans (2009),1,0,2009,2293.0
540,"Alphabet Killer, The (2008)",3,1,2009,
541,Quarantine (2008),3,1,2009,
542,Repo! The Genetic Opera (2008),3,1,2009,
543,Point of No Return/The Assassin (1993),3,1,2009,
545,"Definitely, Maybe (2008)",3,1,2009,4584.0
546,Vacancy (2007),0,0,2009,3220.0
547,RoboCop (1987),1,0,2009,3387.0
548,"Men Who Stare at Goats, The (2009)",0,0,2009,
549,I Am Legend (2007),3,1,2009,
550,Fantastic Mr. Fox (2009),1,0,2009,
551,D.E.B.S. (2004),3,1,2009,6811.0
552,Blue Crush (2002),3,1,2009,
553,Monsoon Wedding (2001),3,1,2009,
554,"Wedding Singer, The (1998)",3,1,2009,
555,"Invention of Lying, The (2009)",2,0,2009,
556,Sleepless in Seattle (1993),2,0,2009,6902.0
558,Umi ga kikoeru (1993),3,1,2009,
559,Stranger Than Fiction (2006),3,1,2009,
560,A League of Their Own (1992),3,1,2009,6518.0
561,Brick (2005),1,0,2009,
562,"Princess and the Frog, The (2009)",3,1,2009,
563,Ninja Assassin (2009),1,0,2009,
564,Grey Gardens (1975),3,1,2009,
565,Iron Jawed Angels (2004),3,1,2009,
566,Showgirls (1995),3,1,2009,5157.0
567,Heavenly Creatures (1994),3,1,2009,
568,Mulholland Dr. (2001),3,1,2009,
569,Tank Girl (1995),3,1,2009,
570,Kaze no tani no Naushika (1984),3,1,2009,
571,Drop Zone (1994),2,0,2009,
572,Twins (1988),3,1,2009,
573,Con Air (1997),2,0,2009,2593.0
574,Timecop (1994),1,0,2009,9210.0
576,Police Academy 2: Their First Assignment (1985),1,0,2009,3273.0
577,Police Academy 3: Back in Training (1986),1,0,2009,4447.0
578,Up in the Air (2009),2,0,2009,
579,Police Academy 4: Citizens on Patrol (1987),1,0,2009,5471.0
580,Police Academy 5: Assignment: Miami Beach (1988),1,0,2009,
581,Police Academy 6: City Under Siege (1989),1,0,2009,5438.0
582,Avatar (2009),3,1,2009,69.0
583,Beyond the Valley of the Dolls (1970),3,1,2009,
584,Franklyn (2008),2,0,2009,
585,Sunshine (2007),1,0,2009,7643.0
586,Phffft (1954),2,0,2009,
587,Hocus Pocus (1993),3,1,2009,1954.0
588,"Women, The (1939)",3,1,2009,
589,Persona (1966),3,1,2009,
590,Where the Boys Are (1960),2,0,2009,
591,Mystery Train (1989),3,1,2009,
592,Little Voice (1998),3,1,2009,
593,Stagecoach (1939),3,1,2009,7621.0
594,Carefree (1938),2,0,2009,
595,Top Hat (1935),2,0,2009,
596,Swing Time (1936),1,0,2009,
597,Shall We Dance (1937),1,0,2009,
598,Whale Rider (2002),3,1,2009,
599,Planet of the Apes (1968),1,0,2009,1985.0
600,"Darjeeling Limited, The (2007)",1,0,2009,
601,"Sound of Music, The (1965)",3,1,2009,
602,Agnes of God (1985),3,1,2009,
603,Puccini for Beginners (2006),3,1,2009,
604,Conversations with Other Women (2005),0,0,2009,
605,Tully (2000),0,0,2009,
606,I&#39;m with Lucy (2002),0,0,2009,
607,Irma la Douce (1963),2,0,2009,
608,Sunset Blvd. (1950),3,1,2009,
609,Vertigo (1958),1,0,2009,
610,M (1931),3,1,2009,7511.0
611,"Third Man, The (1949)",0,0,2009,
612,Singin&#39; in the Rain (1952),3,1,2009,
613,Amadeus (1984),3,1,2010,5270.0
614,La vita &egrave; bella (1997),0,0,2009,
615,Akeelah and the Bee (2006),3,1,2009,
616,"Graduate, The (1967)",2,0,2009,
617,Catch Me If You Can (2002),2,0,2009,
618,Rebecca (1940),3,1,2009,
619,Die Hard (1988),3,1,2010,1642.0
620,"Lady Vanishes, The (1938)",3,1,2009,
621,It Happened One Night (1934),3,1,2009,
622,Notorious (1946),2,0,2009,
623,Good Will Hunting (1997),0,0,2009,
624,Uptown Girls (2003),3,1,2009,5244.0
625,Boiler Room (2000),1,0,2009,
626,THX 1138 (1971),0,0,2009,9594.0
627,She&#39;s the Man (2006),3,1,2009,
628,M&auml;dchen in Uniform (1931),3,1,2009,
629,"Pink Panther, The (1963)",1,0,2009,
630,Sweeney Todd: The Demon Barber of Fleet Street (2007),1,0,2010,
632,Sherlock Holmes (2009),1,0,2010,2203.0
633,Precious: Based on the Novel Push by Sapphire (2009),3,1,2010,
634,"Postman, The (1997)",1,0,2010,
635,Bitch Slap (2009),3,1,2010,
636,Night Nurse (1931),3,1,2010,
637,Cold Comfort Farm (1995),3,1,2010,
638,Saved! (2004),3,1,2010,
639,Kissing Jessica Stein (2001),3,1,2010,
640,How to Make an American Quilt (1995),3,1,2010,
641,"House of the Devil, The (2009)",3,1,2010,
643,Jennifer&#39;s Body (2009),3,1,2010,
644,Antichrist (2009),0,0,2010,4466.0
646,28 Days Later... (2002),3,1,2010,
647,Beetle Juice (1988),3,1,2010,
648,Little Miss Sunshine (2006),3,1,2010,5801.0
649,Scream (1996),3,1,2010,
650,Caffeine (2006),3,1,2010,
651,Superbad (2007),3,1,2010,882.0
653,Offside (2006),3,1,2010,
654,Drag Me to Hell (2009),3,1,2010,852.0
655,Miss Congeniality (2000),3,1,2010,
656,Les yeux sans visage (1960),3,1,2010,
657,Touchez pas au grisbi (1954),1,0,2010,
658,La battaglia di Algeri (1966),1,0,2010,
659,K&ocirc;kaku kid&ocirc;tai (Ghost in the Shell) (1995),0,0,2010,
660,Yojimbo (1961),1,0,2010,
661,Per un pugno di dollari (A Fisful of Dollars) (1964),1,0,2010,
662,Event Horizon (1997),3,1,2010,2703.0
665,Ghosted (2009),3,1,2010,
666,"Little Mermaid, The (1989)",3,1,2010,
668,L&aring;t den r&auml;tte komma in (Let the Right One In) (2008),1,0,2010,
669,Star Wars (1977),1,0,2010,659.0
670,Star Wars: Episode V - The Empire Strikes Back (1980),0,0,2010,
671,Star Wars: Episode VI - Return of the Jedi (1983),1,0,2010,
672,Star Wars: Episode I - The Phantom Menace (1999),3,1,2010,2279.0
676,Tomo yo shizukani nemure (1985),2,0,2010,
677,My Queen Karo (2009),3,1,2010,
678,Madeo (2009),3,1,2010,
679,Solyaris (1972),1,0,2010,
680,Spring Breakdown (2009),3,1,2010,
681,"Major and the Minor, The (1942)",3,1,2010,
682,Sky Captain and the World of Tomorrow (2004),3,1,2010,
684,Moskva slezam ne verit (1980),3,1,2010,
685,Water (2005),3,1,2010,
687,Chicken Run (2000),3,1,2010,1560.0
688,Sluzhebnyy roman (1977),3,1,2010,
689,"Now, Voyager (1942)",3,1,2010,
691,Ivanovo detstvo (1962),1,0,2010,
692,Agora (2009),1,0,2010,9427.0
693,"Turning Point, The (1977)",3,1,2010,
694,"Crazies, The (2010)",3,1,2010,
695,"Warriors, The (1979)",1,0,2010,
696,"Imaginarium of Doctor Parnassus, The (2009)",1,0,2010,
697,A Single Man (2009),1,0,2010,
698,Black Hawk Down (2001),0,0,2010,
699,Alice in Wonderland (2010),3,1,2010,828.0
700,Majo no takky&ucirc;bin (Kiki&#39;s Delivery Service) (1989),3,1,2010,
701,Mary Poppins (1964),3,1,2010,
702,Our Family Wedding (2010),3,1,2010,
703,"Secret of Kells, The (2009)",0,0,2010,
704,Green Zone (2010),0,0,2010,5484.0
705,Diary of a Wimpy Kid (2010),3,1,2010,3600.0
706,King Kong (2005),0,0,2010,1915.0
707,Lilo and Stitch (2002),3,1,2010,
708,Pink Flamingos (1972),3,1,2010,
710,Tacones Lejanos (1991),3,1,2010,
711,How to Train Your Dragon (2010),3,1,2010,837.0
712,Dogtooth (2009),3,1,2010,7969.0
713,"Road, The (2009)",1,0,2010,
714,Helen (2009),3,1,2010,
715,Hot Tub Time Machine (2010),1,0,2010,4971.0
716,Shutter Island (2010),1,0,2010,983.0
717,"Wolfman, The (2010)",1,0,2010,
718,"Lovely Bones, The (2009)",3,1,2010,
719,Imagine Me &amp;amp; You (2005),3,1,2010,
720,Full Metal Jacket (1987),0,0,2010,1893.0
721,Los viajes del viento (2009),1,0,2010,
722,Don&#39;t look now (1973),3,1,2010,
723,Repo Men (2010),3,1,2010,
724,Red Riding: In the Year of Our Lord 1974 (2009),1,0,2010,
725,"Wind That Shakes the Barley, The (2006)",1,0,2010,
726,Capitalism: A Love Story (2009),1,0,2010,
727,Swing Kids (1993),1,0,2010,9918.0
728,Kung Fu Panda (2008),3,1,2010,615.0
729,Hercules (1997),3,1,2010,807.0
730,Three wise men (2008),1,0,2010,
733,Legally Blonde (2001),3,1,2010,1888.0
734,Fat Man and Little Boy (1989),1,0,2010,
736,Amazing Grace (2006),1,0,2010,
737,Kick-Ass (2010),1,0,2010,1718.0
738,Becoming Jane (2007),3,1,2010,9088.0
739,Willow (1988),3,1,2010,3556.0
740,Kataude mashin garu (2008),3,1,2010,
741,Libertarias (1996),3,1,2010,
743,"Adventures of Buckaroo Banzai Across the 8th Dimension, The (1984)",3,1,2010,
744,Clash of the Titans (1981),3,1,2010,4170.0
746,Spanglish (2004),3,1,2010,
747,Sex and the City (2008),3,1,2010,1384.0
748,Buffy the Vampire Slayer (1992),3,1,2010,7003.0
749,Clueless (1995),3,1,2010,2261.0
750,A Dirty Shame (2004),3,1,2010,5792.0
751,"Exorcist, The (1973)",3,1,2010,
752,Girls Just Want to Have Fun (1985),3,1,2010,
753,Grease (1978),3,1,2010,1634.0
754,Romy and Michelle&#39;s High School Reunion (1997),3,1,2010,
755,Waitress (2007),3,1,2010,
756,North Country (2005),3,1,2010,6577.0
757,I Love You Phillip Morris (2009),1,0,2010,8249.0
758,Bring It On: Fight to the Finish (2009),3,1,2010,
759,Mulan II (2004),3,1,2010,1469.0
760,Harriet the Spy (1996),3,1,2010,
761,Bring It On: In It to Win It (2007),3,1,2010,
762,Bring It On: All or Nothing (2006),3,1,2010,
763,Bring It on Again (2004),3,1,2010,
764,Charly (1968),2,0,2010,
765,Bring It On (2000),3,1,2010,6479.0
766,P.S. I Love You (2007),3,1,2010,6098.0
767,Fried Green Tomatoes (1991),3,1,2010,
768,Fanboys (2008),0,0,2010,
769,Tan de repente (2002),3,1,2010,
770,Ai no mukidashi (2008),3,1,2010,
771,It&#39;s Complicated (2009),3,1,2010,
772,Gia (1998),3,1,2010,5296.0
773,Cemetery Junction (2010),2,0,2010,
774,"Private Lives of Pippa Lee, The (2009)",3,1,2010,
775,Armageddon (1998),1,0,2010,1491.0
776,Forrest Gump (1994),1,0,2010,1157.0
777,Enchanted (2007),3,1,2010,1946.0
778,Finding Nemo (2003),1,0,2010,505.0
779,Love Actually (2003),3,1,2010,4935.0
780,New Moon (2009),3,1,2010,
782,To Catch a Thief (1955),3,1,2010,9547.0
783,You&#39;ve Got Mail (1998),3,1,2010,
784,Date Night (2010),3,1,2010,5470.0
785,Shimotsuma monogatari (Kamikaze Girls) (2004),3,1,2010,
786,"Harvey Girls, The (1946)",3,1,2010,
787,Life of Brian (1979),3,1,2010,1257.0
788,Oliver Twist (2005),1,0,2010,7264.0
789,High Art (1998),3,1,2010,
790,Sonnenallee (1999),1,0,2010,
791,Das Leben Der Anderen (2006),0,0,2010,
792,Cube (1997),3,1,2010,4963.0
793,Silent Hill (2006),3,1,2010,2347.0
794,Mildred Pierce (1945),3,1,2010,
795,Stella Dallas (1937),3,1,2010,
796,Life Is Sweet (1990),3,1,2010,
797,Iron Man 2 (2010),3,1,2010,356.0
798,My Sister&#39;s Keeper (2009),3,1,2010,
799,A bout de souffle (1960),0,0,2010,
802,Footlight Parade (1933),3,1,2010,
804,Away We Go (2009),3,1,2010,
805,Phantoms (1998),3,1,2010,
806,"Ring, The (2002)",3,1,2010,
807,Saw (2004),2,0,2010,1108.0
808,"Back-up Plan, The (2010)",3,1,2010,
809,Soul Kitchen (2009),1,0,2010,
810,Manhattan Murder Mystery (1993),3,1,2010,
811,Lost Persons Area (2009),1,0,2010,
812,"Boat That Rocked, The (2009)",3,1,2010,
813,"Paris, Texas (1984)",1,0,2010,
814,Maniac Cop (1988),3,1,2010,
815,Babette&#39;s Feast (1987),3,1,2010,
816,"40 Year Old Virgin, The (2005)",3,1,2010,
817,Flawless (1999),1,0,2010,
818,Bob Roberts (1992),1,0,2010,
820,"Mists of Avalon, The (2001)",3,1,2010,
821,"Ladies and Gentlemen, the Fabulous Stains (1982)",3,1,2010,
824,MacGruber (2010),1,0,2010,
825,"Skeleton Key, The (2005)",3,1,2010,
826,"Boondock Saints, The (1999)",0,0,2010,
828,"Ghost Writer, The (2010)",2,0,2010,
829,Birdemic (2008),3,1,2010,
830,Zwartboek (2006),3,1,2010,
831,Prince of Persia: The Sands of Time (2010),0,0,2010,1513.0
832,"Runaways, The (2010)",3,1,2010,
833,"Children&#39;s Hour, The (1961)",3,1,2010,
835,Sex and the city 2 (2010),3,1,2010,
837,"Room, The (2003)",3,1,2010,
838,Wit (2001),3,1,2010,
839,Eyes Wide Shut (1999),3,1,2010,2206.0
840,"Other Sister, The (1999)",3,1,2010,
841,Master and Commander: The Far Side of the World (2003),0,0,2010,5143.0
842,Live Free or Die Hard (2007),1,0,2010,2422.0
843,3:10 to Yuma (2007),0,0,2010,
844,"Producers, The (1968)",0,0,2010,
845,Blazing Saddles (1974),1,0,2010,8652.0
846,"Frisco Kid, The (1979)",1,0,2010,
848,Book of Eli (2010),3,1,2010,
849,Troop Beverly Hills (1989),3,1,2010,
850,Tommy (1975),1,0,2010,10127.0
851,Annie (1982),3,1,2010,7076.0
852,Ruby in Paradise (1993),3,1,2010,
853,Ella Enchanted (2004),3,1,2010,
854,Chocolat (2000),3,1,2010,
855,"Wo hu cang long (Crouching Tiger, Hidden Dragon) (2000)",3,1,2010,
856,"Others, The (2001)",3,1,2010,
857,Rosemary&#39;s Baby (1968),3,1,2010,
858,Go! (1999),3,1,2010,
859,Heathers (1988),3,1,2010,
860,Reality Bites (1994),3,1,2010,
861,Dazed and Confused (1993),3,1,2010,
862,Julia (1977),3,1,2010,
863,Nine to Five (1980),3,1,2010,
864,Spirited Away (2001),3,1,2010,
865,Broken Flowers (2005),3,1,2010,
867,Election (1999),3,1,2010,10109.0
868,Banlieue 13 (2004),0,0,2010,
869,Nikita (1990),3,1,2010,
870,Get Him To The Greek (2010),1,0,2010,
871,Ace In The Hole (1951),2,0,2010,
872,Greenberg (2010),1,0,2010,7742.0
874,My Dinner With Andre (1981),0,0,2010,
875,Is It Fall Yet (2000),3,1,2010,
876,Is It College Yet? (2002),3,1,2010,
877,Almost Famous (2000),3,1,2010,
878,"Night of the Hunter, The (1955)",3,1,2010,
879,Shakes the Clown (1991),3,1,2010,
880,Brazil (1985),3,1,2010,7706.0
881,Fire (1996),3,1,2010,
882,Where the Heart Is (2000),3,1,2010,7903.0
883,Ciao (2008),0,0,2010,
884,"Iron Giant, The (1999)",0,0,2010,
885,An Education (2009),3,1,2010,7997.0
886,Bright Star (2009),3,1,2010,
888,Fish Tank (2009),3,1,2010,
889,Cloverfield (2008),3,1,2010,1949.0
890,Dumb &amp; Dumber (1994),2,0,2010,
891,Ajami (2009),2,0,2010,
892,Law Abiding Citizen (2009),3,1,2010,
893,"Illusionist, The (2006)",0,0,2010,
894,Shrek Forever After (2010),1,0,2010,338.0
895,Under the Tuscan Sun (2003),3,1,2010,8117.0
897,Now and Then (1995),3,1,2010,
898,Stand By Me (1986),0,0,2010,
899,"Sandlot, The (1993)",0,0,2010,
900,Splice (2009),3,1,2010,2482.0
901,Just Wright (2010),3,1,2010,8579.0
902,"Sisterhood of the Traveling Pants 2, The (2008)",3,1,2010,
903,Four Christmases (2008),3,1,2010,7680.0
904,Contact (1997),3,1,2010,3449.0
905,Circle of Friends (1995),3,1,2010,
907,My Big Fat Greek Wedding (2002),3,1,2010,9003.0
908,Please Give (2010),3,1,2010,
909,Winter&#39;s Bone (2010),3,1,2010,
910,Daybreakers (2009),1,0,2010,
912,"First Wives Club, The (1996)",3,1,2010,
913,Impromptu (1991),3,1,2010,
914,Casanova (2005),3,1,2010,8548.0
915,Confessions of a Shopaholic (2009),3,1,2010,3604.0
916,I Heart Huckabees (2004),3,1,2010,
917,Being John Malkovich (1999),3,1,2010,6822.0
918,Wild Hogs (2007),1,0,2010,3595.0
919,2001: A Space Odyssey (1968),0,0,2010,1365.0
920,Man of the Year (2006),1,0,2010,
921,Inland Empire (2006),3,1,2010,
922,Humpday (2009),1,0,2010,
923,Black Sheep (2006),1,0,2010,
924,Steel Magnolias (1989),3,1,2010,
926,"Handmaid&#39;s Tale, The (1990)",3,1,2010,
927,"Secret Life of Bees, The (2008)",3,1,2010,
928,Best in Show (2000),3,1,2010,
930,"Shining, The (1980)",2,0,2010,
931,Career Girls (1997),1,0,2010,
932,Frequently Asked Questions About Time Travel (2009),2,0,2010,
933,Born Into Brothels: Calcutta&#39;s Red Light Kids (2004),3,1,2010,
934,Still Life (Sanxia haoren) (2006),2,0,2010,
935,Anne of Green Gables (1985),3,1,2010,7242.0
936,As Good as It Gets (1997),3,1,2010,
937,Hideous Kinky (1998),3,1,2010,
938,Last Holiday (2006),3,1,2010,5690.0
939,"Wicker Man, The (1973)",3,1,2010,
940,Mystic Pizza (1988),3,1,2010,7027.0
941,Les triplettes de Belleville (2003),3,1,2010,
942,"Red Violin, The (1998)",3,1,2010,
944,Tiny Furniture (2010),3,1,2010,
946,"Last Station, The (2009)",3,1,2010,
947,When Night is Falling (1995),3,1,2010,
948,Evening (2007),3,1,2010,
949,Atonement (2007),3,1,2010,4298.0
950,Bad Boy Bubby (1993),1,0,2010,
951,Brooklyn&#39;s Finest (2009),1,0,2010,
952,Pontypool (2008),0,0,2010,
953,Cube Zero (2004),3,1,2010,8200.0
954,28 Days (2000),3,1,2010,8807.0
955,Mortal Kombat (1995),1,0,2010,3125.0
956,Troy (2004),1,0,2010,1256.0
957,Van Helsing (2004),3,1,2010,1648.0
958,Sinbad: Legend of the Seven Seas (2003),2,0,2010,1826.0
959,Stargate (1994),1,0,2010,
960,Little Women (1994),3,1,2010,8115.0
962,Peacock (2010),1,0,2010,
963,Sans toi ni loi (Vagabond) (1985),3,1,2010,
964,Diary of the Dead (2007),3,1,2010,
965,"True Story of Jesse James, The (1957)",2,0,2010,
966,Ladies in Lavender (2004),3,1,2010,
967,"Outlaw Josey Wales, The (1976)",2,0,2010,
968,R U There (2010),0,0,2010,
969,"A-Team, The (2010)",0,0,2010,
970,I Shot Andy Warhol (1996),3,1,2010,
971,"Big Sleep, The (1946)",1,0,2010,
972,Ms. 45 (1981),3,1,2010,
973,Happiness (1998),3,1,2010,
974,Welcome to the Dollhouse (1995),3,1,2010,
975,Show Me Love (1998),3,1,2010,
976,Nina&#39;s Heavenly Delights (2006),3,1,2010,
977,Girls Town (1996),3,1,2010,
978,"Human Centipede (First Sequence), The (2009)",3,1,2010,
979,Legion (2010),3,1,2010,810.0
980,Grown Ups (2010),3,1,2010,537.0
981,Foxfire (1996),3,1,2010,
982,Antonia&#39;s Line (1995),3,1,2010,
983,Swimming Pool (2003),3,1,2010,6940.0
